Measure	Beat	Offset	4_3	4_2	4_1	3_2	3_1	2_1	Composer	Title	figures	figures_combined
78	4.0	638.0	0	0	0	0	0	6	Roland de Lassus	Missa Doulce memoire: Credo	006	['006', '005', '003', '006', '003', '005', '000', '003', '002', '003', '005', '006']
78	4.5	639.0	0	0	0	0	0	5	Roland de Lassus	Missa Doulce memoire: Credo	005	['005', '003', '006', '003', '005', '000', '003', '002', '003', '005', '006', '003']
79	1.0	640.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Credo	003	['003', '006', '003', '005', '000', '003', '002', '003', '005', '006', '003', '002']
79	2.0	642.0	0	0	0	0	0	6	Roland de Lassus	Missa Doulce memoire: Credo	006	['006', '003', '005', '000', '003', '002', '003', '005', '006', '003', '002', '003']
79	3.0	644.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Credo	003	['003', '005', '000', '003', '002', '003', '005', '006', '003', '002', '003', '002']
79	4.0	646.0	0	0	0	0	0	5	Roland de Lassus	Missa Doulce memoire: Credo	005	['005', '000', '003', '002', '003', '005', '006', '003', '002', '003', '002', '005']
80	1.0	648.0	0	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	000	['000', '003', '002', '003', '005', '006', '003', '002', '003', '002', '005', '006']
80	2.0	650.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Credo	003	['003', '002', '003', '005', '006', '003', '002', '003', '002', '005', '006', '007']
80	2.5	651.0	0	0	0	0	0	2	Roland de Lassus	Missa Doulce memoire: Credo	002	['002', '003', '005', '006', '003', '002', '003', '002', '005', '006', '007', '006']
80	3.0	652.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Credo	003	['003', '005', '006', '003', '002', '003', '002', '005', '006', '007', '006', '005']
80	4.0	654.0	0	0	0	0	0	5	Roland de Lassus	Missa Doulce memoire: Credo	005	['005', '006', '003', '002', '003', '002', '005', '006', '007', '006', '005', '006']
80	4.5	655.0	0	0	0	0	0	6	Roland de Lassus	Missa Doulce memoire: Credo	006	['006', '003', '002', '003', '002', '005', '006', '007', '006', '005', '006', '000']
81	1.0	656.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Credo	003	['003', '002', '003', '002', '005', '006', '007', '006', '005', '006', '000', '003']
81	1.5	657.0	0	0	0	0	0	2	Roland de Lassus	Missa Doulce memoire: Credo	002	['002', '003', '002', '005', '006', '007', '006', '005', '006', '000', '003', '006']
81	2.0	658.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Credo	003	['003', '002', '005', '006', '007', '006', '005', '006', '000', '003', '006', '005']
81	2.5	659.0	0	0	0	0	0	2	Roland de Lassus	Missa Doulce memoire: Credo	002	['002', '005', '006', '007', '006', '005', '006', '000', '003', '006', '005', '006']
81	3.0	660.0	0	0	0	0	0	5	Roland de Lassus	Missa Doulce memoire: Credo	005	['005', '006', '007', '006', '005', '006', '000', '003', '006', '005', '006', '005']
81	4.0	662.0	0	0	0	0	0	6	Roland de Lassus	Missa Doulce memoire: Credo	006	['006', '007', '006', '005', '006', '000', '003', '006', '005', '006', '005', '006']
82	1.0	664.0	0	0	0	0	0	7	Roland de Lassus	Missa Doulce memoire: Credo	007	['007', '006', '005', '006', '000', '003', '006', '005', '006', '005', '006', '005']
82	1.5	665.0	0	0	0	0	0	6	Roland de Lassus	Missa Doulce memoire: Credo	006	['006', '005', '006', '000', '003', '006', '005', '006', '005', '006', '005', '006']
82	1.75	665.5	0	0	0	0	0	5	Roland de Lassus	Missa Doulce memoire: Credo	005	['005', '006', '000', '003', '006', '005', '006', '005', '006', '005', '006', '005']
82	2.0	666.0	0	0	0	0	0	6	Roland de Lassus	Missa Doulce memoire: Credo	006	['006', '000', '003', '006', '005', '006', '005', '006', '005', '006', '005', '004']
82	3.0	668.0	0	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	000	['000', '003', '006', '005', '006', '005', '006', '005', '006', '005', '004', '003']
82	4.0	670.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Credo	003	['003', '006', '005', '006', '005', '006', '005', '006', '005', '004', '003', '005']
83	1.0	672.0	0	0	0	0	0	6	Roland de Lassus	Missa Doulce memoire: Credo	006	['006', '005', '006', '005', '006', '005', '006', '005', '004', '003', '005', '003']
83	2.0	674.0	0	0	0	0	0	5	Roland de Lassus	Missa Doulce memoire: Credo	005	['005', '006', '005', '006', '005', '006', '005', '004', '003', '005', '003', '008']
83	3.0	676.0	0	0	0	0	0	6	Roland de Lassus	Missa Doulce memoire: Credo	006	['006', '005', '006', '005', '006', '005', '004', '003', '005', '003', '008', '000']
83	4.0	678.0	0	0	0	0	0	5	Roland de Lassus	Missa Doulce memoire: Credo	005	['005', '006', '005', '006', '005', '004', '003', '005', '003', '008', '000', '003']
84	1.0	680.0	0	0	0	0	0	6	Roland de Lassus	Missa Doulce memoire: Credo	006	['006', '005', '006', '005', '004', '003', '005', '003', '008', '000', '003', '005']
84	2.0	682.0	0	0	0	0	0	5	Roland de Lassus	Missa Doulce memoire: Credo	005	['005', '006', '005', '004', '003', '005', '003', '008', '000', '003', '005', '006']
84	3.0	684.0	0	0	0	0	0	6	Roland de Lassus	Missa Doulce memoire: Credo	006	['006', '005', '004', '003', '005', '003', '008', '000', '003', '005', '006', '005']
85	1.0	688.0	0	0	0	0	0	5	Roland de Lassus	Missa Doulce memoire: Credo	005	['005', '004', '003', '005', '003', '008', '000', '003', '005', '006', '005', '003']
85	1.5	689.0	0	0	0	0	0	4	Roland de Lassus	Missa Doulce memoire: Credo	004	['004', '003', '005', '003', '008', '000', '003', '005', '006', '005', '003', '001']
85	2.0	690.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Credo	003	['003', '005', '003', '008', '000', '003', '005', '006', '005', '003', '001', '003']
85	3.5	693.0	0	0	0	0	0	5	Roland de Lassus	Missa Doulce memoire: Credo	005	['005', '003', '008', '000', '003', '005', '006', '005', '003', '001', '003', '004']
85	4.0	694.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Credo	003	['003', '008', '000', '003', '005', '006', '005', '003', '001', '003', '004', '003']
86	2.0	698.0	0	0	0	0	0	8	Roland de Lassus	Missa Doulce memoire: Credo	008	['008', '000', '003', '005', '006', '005', '003', '001', '003', '004', '003', '001']
86	3.0	700.0	0	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	000	['000', '003', '005', '006', '005', '003', '001', '003', '004', '003', '001', '003']
86	4.0	702.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Credo	003	['003', '005', '006', '005', '003', '001', '003', '004', '003', '001', '003', '001']
87	1.0	704.0	0	0	0	0	0	5	Roland de Lassus	Missa Doulce memoire: Credo	005	['005', '006', '005', '003', '001', '003', '004', '003', '001', '003', '001', '002']
87	2.0	706.0	0	0	0	0	0	6	Roland de Lassus	Missa Doulce memoire: Credo	006	['006', '005', '003', '001', '003', '004', '003', '001', '003', '001', '002', '003']
87	2.5	707.0	0	0	0	0	0	5	Roland de Lassus	Missa Doulce memoire: Credo	005	['005', '003', '001', '003', '004', '003', '001', '003', '001', '002', '003', '004']
87	3.0	708.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Credo	003	['003', '001', '003', '004', '003', '001', '003', '001', '002', '003', '004', '003']
87	4.5	711.0	0	0	0	0	0	1	Roland de Lassus	Missa Doulce memoire: Credo	001	['001', '003', '004', '003', '001', '003', '001', '002', '003', '004', '003', '001']
88	1.0	712.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Credo	003	['003', '004', '003', '001', '003', '001', '002', '003', '004', '003', '001', '000']
88	1.5	713.0	0	0	0	0	0	4	Roland de Lassus	Missa Doulce memoire: Credo	004	['004', '003', '001', '003', '001', '002', '003', '004', '003', '001', '000', '600']
88	2.0	714.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Credo	003	['003', '001', '003', '001', '002', '003', '004', '003', '001', '000', '600', '500']
88	3.5	717.0	0	0	0	0	0	1	Roland de Lassus	Missa Doulce memoire: Credo	001	['001', '003', '001', '002', '003', '004', '003', '001', '000', '600', '500', '300']
88	4.0	718.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Credo	003	['003', '001', '002', '003', '004', '003', '001', '000', '600', '500', '300', '000']
88	4.5	719.0	0	0	0	0	0	1	Roland de Lassus	Missa Doulce memoire: Credo	001	['001', '002', '003', '004', '003', '001', '000', '600', '500', '300', '000', '800']
89	1.0	720.0	0	0	0	0	0	2	Roland de Lassus	Missa Doulce memoire: Credo	002	['002', '003', '004', '003', '001', '000', '600', '500', '300', '000', '800', '300']
89	2.0	722.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Credo	003	['003', '004', '003', '001', '000', '600', '500', '300', '000', '800', '300', '800']
89	2.5	723.0	0	0	0	0	0	4	Roland de Lassus	Missa Doulce memoire: Credo	004	['004', '003', '001', '000', '600', '500', '300', '000', '800', '300', '800', '500']
89	3.0	724.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Credo	003	['003', '001', '000', '600', '500', '300', '000', '800', '300', '800', '500', '400']
90	1.0	728.0	0	0	0	0	0	1	Roland de Lassus	Missa Doulce memoire: Credo	001	['001', '000', '600', '500', '300', '000', '800', '300', '800', '500', '400', '300']
92	1.0	744.0	0	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	000	['000', '600', '500', '300', '000', '800', '300', '800', '500', '400', '300', '200']
93	3.0	756.0	6	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	600	['600', '500', '300', '000', '800', '300', '800', '500', '400', '300', '200', '000']
93	4.0	758.0	5	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	500	['500', '300', '000', '800', '300', '800', '500', '400', '300', '200', '000', '300']
94	1.0	760.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '000', '800', '300', '800', '500', '400', '300', '200', '000', '300', '500']
94	3.0	764.0	0	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	000	['000', '800', '300', '800', '500', '400', '300', '200', '000', '300', '500', '400']
94	4.0	766.0	8	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	800	['800', '300', '800', '500', '400', '300', '200', '000', '300', '500', '400', '300']
95	1.0	768.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '800', '500', '400', '300', '200', '000', '300', '500', '400', '300', '400']
95	2.0	770.0	8	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	800	['800', '500', '400', '300', '200', '000', '300', '500', '400', '300', '400', '500']
95	3.0	772.0	5	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	500	['500', '400', '300', '200', '000', '300', '500', '400', '300', '400', '500', '400']
95	3.5	773.0	4	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	400	['400', '300', '200', '000', '300', '500', '400', '300', '400', '500', '400', '300']
95	4.0	774.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '200', '000', '300', '500', '400', '300', '400', '500', '400', '300', '200']
95	4.5	775.0	2	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	200	['200', '000', '300', '500', '400', '300', '400', '500', '400', '300', '200', '800']
96	1.0	776.0	0	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	000	['000', '300', '500', '400', '300', '400', '500', '400', '300', '200', '800', '300']
96	2.0	778.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '500', '400', '300', '400', '500', '400', '300', '200', '800', '300', '000']
96	3.0	780.0	5	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	500	['500', '400', '300', '400', '500', '400', '300', '200', '800', '300', '000', '100']
96	3.5	781.0	4	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	400	['400', '300', '400', '500', '400', '300', '200', '800', '300', '000', '100', '200']
96	4.0	782.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '400', '500', '400', '300', '200', '800', '300', '000', '100', '200', '300']
96	4.5	783.0	4	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	400	['400', '500', '400', '300', '200', '800', '300', '000', '100', '200', '300', '500']
97	1.0	784.0	5	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	500	['500', '400', '300', '200', '800', '300', '000', '100', '200', '300', '500', '800']
97	1.5	785.0	4	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	400	['400', '300', '200', '800', '300', '000', '100', '200', '300', '500', '800', '600']
97	2.0	786.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '200', '800', '300', '000', '100', '200', '300', '500', '800', '600', '500']
97	2.5	787.0	2	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	200	['200', '800', '300', '000', '100', '200', '300', '500', '800', '600', '500', '300']
97	3.0	788.0	8	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	800	['800', '300', '000', '100', '200', '300', '500', '800', '600', '500', '300', '400']
97	4.0	790.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '000', '100', '200', '300', '500', '800', '600', '500', '300', '400', '500']
98	1.0	792.0	0	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	000	['000', '100', '200', '300', '500', '800', '600', '500', '300', '400', '500', '600']
98	2.0	794.0	1	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	100	['100', '200', '300', '500', '800', '600', '500', '300', '400', '500', '600', '800']
98	3.0	796.0	2	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	200	['200', '300', '500', '800', '600', '500', '300', '400', '500', '600', '800', '300']
98	4.0	798.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '500', '800', '600', '500', '300', '400', '500', '600', '800', '300', '200']
99	1.0	800.0	5	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	500	['500', '800', '600', '500', '300', '400', '500', '600', '800', '300', '200', '300']
99	2.0	802.0	8	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	800	['800', '600', '500', '300', '400', '500', '600', '800', '300', '200', '300', '400']
99	3.0	804.0	6	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	600	['600', '500', '300', '400', '500', '600', '800', '300', '200', '300', '400', '300']
99	4.0	806.0	5	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	500	['500', '300', '400', '500', '600', '800', '300', '200', '300', '400', '300', '100']
100	1.0	808.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '400', '500', '600', '800', '300', '200', '300', '400', '300', '100', '300']
100	1.5	809.0	4	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	400	['400', '500', '600', '800', '300', '200', '300', '400', '300', '100', '300', '600']
100	2.0	810.0	5	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	500	['500', '600', '800', '300', '200', '300', '400', '300', '100', '300', '600', '800']
100	2.5	811.0	6	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	600	['600', '800', '300', '200', '300', '400', '300', '100', '300', '600', '800', '700']
100	3.0	812.0	8	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	800	['800', '300', '200', '300', '400', '300', '100', '300', '600', '800', '700', '300']
100	3.5	813.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '200', '300', '400', '300', '100', '300', '600', '800', '700', '300', '200']
101	1.0	816.0	2	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	200	['200', '300', '400', '300', '100', '300', '600', '800', '700', '300', '200', '100']
101	1.5	817.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '400', '300', '100', '300', '600', '800', '700', '300', '200', '100', '300']
101	1.75	817.5	4	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	400	['400', '300', '100', '300', '600', '800', '700', '300', '200', '100', '300', '400']
101	2.0	818.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '100', '300', '600', '800', '700', '300', '200', '100', '300', '400', '500']
101	3.0	820.0	1	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	100	['100', '300', '600', '800', '700', '300', '200', '100', '300', '400', '500', '600']
101	4.0	822.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '600', '800', '700', '300', '200', '100', '300', '400', '500', '600', '500']
102	1.0	824.0	6	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	600	['600', '800', '700', '300', '200', '100', '300', '400', '500', '600', '500', '600']
102	2.0	826.0	8	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	800	['800', '700', '300', '200', '100', '300', '400', '500', '600', '500', '600', '300']
102	2.5	827.0	7	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	700	['700', '300', '200', '100', '300', '400', '500', '600', '500', '600', '300', '500']
102	3.0	828.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '200', '100', '300', '400', '500', '600', '500', '600', '300', '500', '300']
102	3.5	829.0	2	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	200	['200', '100', '300', '400', '500', '600', '500', '600', '300', '500', '300', '200']
102	4.0	830.0	1	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	100	['100', '300', '400', '500', '600', '500', '600', '300', '500', '300', '200', '300']
102	4.5	831.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '400', '500', '600', '500', '600', '300', '500', '300', '200', '300', '200']
103	1.5	833.0	4	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	400	['400', '500', '600', '500', '600', '300', '500', '300', '200', '300', '200', '300']
103	2.0	834.0	5	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	500	['500', '600', '500', '600', '300', '500', '300', '200', '300', '200', '300', '100']
103	2.5	835.0	6	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	600	['600', '500', '600', '300', '500', '300', '200', '300', '200', '300', '100', '583']
103	4.0	838.0	5	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	500	['500', '600', '300', '500', '300', '200', '300', '200', '300', '100', '583', '358']
104	1.0	840.0	6	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	600	['600', '300', '500', '300', '200', '300', '200', '300', '100', '583', '358', '583']
104	2.0	842.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '500', '300', '200', '300', '200', '300', '100', '583', '358', '583', '483']
104	3.0	844.0	5	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	500	['500', '300', '200', '300', '200', '300', '100', '583', '358', '583', '483', '358']
104	4.0	846.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '200', '300', '200', '300', '100', '583', '358', '583', '483', '358', '363']
105	1.0	848.0	2	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	200	['200', '300', '200', '300', '100', '583', '358', '583', '483', '358', '363', '573']
105	1.5	849.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '200', '300', '100', '583', '358', '583', '483', '358', '363', '573', '563']
105	3.0	852.0	2	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	200	['200', '300', '100', '583', '358', '583', '483', '358', '363', '573', '563', '884']
105	4.0	854.0	3	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	300	['300', '100', '583', '358', '583', '483', '358', '363', '573', '563', '884', '883']
106	1.0	856.0	1	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Credo	100	['100', '583', '358', '583', '483', '358', '363', '573', '563', '884', '883', '373']
